to,tp
50.0,52.610085
50.0,52.305977
20.0,51.936066
40.0,21.14502
30.0,44.16569
50.0,31.448116
60.0,51.006645
40.0,58.10089
50.0,36.904736
50.0,50.266087
50.0,50.568645
60.0,50.481365
60.0,60.72774
50.0,59.580414
50.0,49.86184
50.0,51.15553
50.0,51.147923
50.0,50.549633
60.0,49.71352
50.0,59.723557
70.0,48.981647
70.0,70.39258
40.0,68.64226
40.0,39.26876
230.0,42.328434
170.0,234.14842
60.0,139.01271
70.0,59.459026
90.0,80.33057
80.0,103.51189
80.0,87.29935
80.0,82.92012
80.0,81.30749
80.0,81.94582
70.0,81.99726
80.0,71.49316
340.0,82.35991
370.0,322.8453
80.0,270.10666
50.0,95.4798
50.0,64.97443
40.0,78.383095
50.0,62.634964
50.0,61.442196
50.0,50.57549
60.0,49.170033
50.0,59.332863
70.0,48.52577
50.0,70.07169
50.0,48.70321
60.0,50.498516
50.0,61.720905
50.0,50.04374
50.0,50.89265
50.0,50.94455
60.0,50.34282
50.0,59.9511
60.0,51.51639
50.0,63.10969
50.0,51.233196
50.0,51.602833
50.0,51.949615
60.0,51.335644
70.0,61.076122
80.0,69.658134
100.0,78.705635
90.0,98.02708
90.0,87.53721
70.0,90.60737
80.0,76.348785
70.0,90.117836
90.0,76.41757
80.0,94.4366
100.0,81.0444
90.0,100.8292
80.0,89.51147
80.0,81.40658
80.0,83.41757
70.0,83.41294
80.0,73.04624
90.0,83.334816
90.0,91.29208
80.0,89.73958
80.0,80.67346
70.0,82.36039
80.0,73.1131
60.0,83.539856
40.0,62.192547
50.0,43.230007
70.0,54.938965
90.0,72.87316
320.0,88.10611
330.0,297.6077
270.0,247.76846
260.0,231.0696
240.0,237.49036
210.00000000000003,226.41075
280.0,206.03743
170.0,264.6797
120.0,166.04195
100.0,132.227
120.0,116.77418
120.0,134.82098
130.0,126.79575
130.0,131.84532
120.0,129.71675
120.0,121.54362
140.0,123.56653
150.0,141.95976
150.0,147.91469
150.0,147.11551
140.0,148.17058
130.0,140.5302
100.0,133.55048
80.0,107.0696
60.0,89.999344
30.0,70.79551
40.0,39.701656
40.0,49.372635
80.0,44.55664
70.0,81.235825
60.0,64.79579
70.0,56.85176
60.0,71.10504
70.0,64.9296
50.0,77.42881
80.0,56.054115
60.0,87.68518
60.0,63.95667
70.0,64.67187
50.0,76.353615
50.0,54.20255
50.0,54.885544
50.0,54.149246
40.0,53.267395
60.0,42.3123
60.0,63.244797
60.0,60.936485
60.0,60.54397
50.0,61.32446
40.0,52.319187
20.0,43.88056
30.0,24.174383
30.0,35.560745
50.0,33.095467
60.0,51.374565
60.0,58.0476
60.0,56.78442
60.0,58.12567
50.0,59.13981
50.0,50.0256
40.0,51.015736
50.0,41.291435
50.0,51.830273
50.0,50.070824
60.0,49.363987
50.0,59.66073
60.0,49.05528
40.0,60.267612
50.0,40.130825
50.0,51.81034
50.0,50.997807
50.0,50.11152
60.0,49.73093
70.0,59.638058
70.0,68.829765
30.0,67.99112
40.0,29.17927
50.0,43.34571
50.0,53.393505
60.0,50.02117
109.99999999999999,58.784767
70.0,107.46023
50.0,64.20473
60.0,49.171284
60.0,64.16682
60.0,63.00449
50.0,61.537323
50.0,50.211117
50.0,51.143517
50.0,51.401188
40.0,50.71683
70.0,39.870426
50.0,71.02731
60.0,47.418053
50.0,59.09113
50.0,49.41332
50.0,50.431835
30.0,51.035023
30.0,29.95492
20.0,31.282434
40.0,20.167639
60.0,40.50308
60.0,57.569054
50.0,54.4256
60.0,45.784615
50.0,59.19048
40.0,50.054554
60.0,41.010235
50.0,61.77093
50.0,48.801678
60.0,49.169735
60.0,59.735847
50.0,59.001347
50.0,50.209057
50.0,51.283215
50.0,51.29209
60.0,50.84589
40.0,60.365025
60.0,39.034534
60.0,61.007526
50.0,59.19394
60.0,48.742493
40.0,60.27753
30.0,39.393097
30.0,31.119371
20.0,31.755362
60.0,20.178501
50.0,61.242317
70.0,44.93511
60.0,65.78877
60.0,55.725124
50.0,58.10013
50.0,49.768078
40.0,50.901096
50.0,41.13305
50.0,51.418808
50.0,49.68463
60.0,48.970245
50.0,59.170128
60.0,48.211296
60.0,59.87252
60.0,59.351906
60.0,59.39204
80.0,60.005825
70.0,80.30506
90.0,68.54059
150.0,89.62345
460.0,145.5939
340.0,391.56686
310.0,247.10826
120.0,269.9931
140.0,133.417
150.0,160.59187
120.0,165.75572
130.0,130.00171
130.0,137.00038
130.0,131.77388
130.0,131.37645
170.0,130.7256
210.00000000000003,167.09431
109.99999999999999,195.62973
100.0,109.933235
109.99999999999999,109.136765
90.0,121.3844
120.0,98.47199
130.0,125.891685
130.0,127.949394
120.0,127.10277
120.0,119.43016
60.0,121.81493
60.0,66.97985
50.0,70.43211
60.0,59.443005
60.0,66.632935
50.0,62.30769
60.0,50.0157
60.0,61.47408
60.0,60.54956
50.0,60.695553
40.0,51.927902
60.0,47.429676
50.0,69.262344
50.0,55.703697
40.0,53.355377
30.0,42.81479
40.0,33.242477
40.0,44.11961
40.0,41.910328
50.0,40.680683
60.0,50.78434
50.0,60.157875
50.0,50.2276
60.0,52.77739
60.0,63.024937
50.0,61.473606
60.0,51.238514
50.0,62.264694
50.0,51.84039
50.0,52.76689
50.0,52.935223
40.0,52.42025
60.0,42.00052
60.0,62.15981
60.0,59.295784
60.0,58.581623
50.0,59.363075
50.0,50.103592
50.0,51.390995
20.0,51.34309
30.0,20.285788
30.0,32.14925
30.0,30.62594
60.0,28.355333
50.0,58.674942
60.0,44.852024
40.0,56.672443
60.0,37.58175
70.0,60.51613
70.0,69.138466
70.0,67.36601
70.0,68.207756
70.0,69.53918
50.0,70.9334
70.0,51.460842
280.0,73.36537
150.0,271.55768
60.0,124.339645
70.0,61.584747
60.0,84.367966
70.0,75.17832
50.0,81.17007
60.0,53.057262
50.0,62.15466
50.0,51.10535
80.0,51.22109
60.0,81.42638
370.0,57.641064
400.0,353.73425
70.0,278.77304
70.0,91.231674
80.0,84.93543
90.0,107.35145
70.0,109.388916
80.0,77.695526
60.0,81.43213
50.0,62.10118
80.0,53.613567
80.0,84.69629
80.0,79.11213
80.0,78.79293
120.0,79.91235
90.0,120.10576
50.0,87.89676
70.0,53.178894
60.0,78.19412
90.0,65.19869
80.0,93.76774
80.0,81.62977
80.0,82.37445
60.0,82.75806
70.0,63.237682
60.0,74.91457
60.0,63.221527
70.0,62.6468
70.0,72.03618
80.0,70.06712
70.0,79.84978
70.0,69.85762
70.0,71.43773
60.0,76.362915
70.0,68.13239
60.0,75.96579
70.0,63.11261
70.0,73.04702
70.0,71.7793
80.0,71.16199
70.0,81.35791
80.0,70.51463
70.0,81.55655
70.0,71.45736
50.0,72.628426
60.0,53.162064
80.0,64.562965
90.0,83.56248
90.0,89.39476
80.0,87.89277
80.0,79.75143
70.0,82.433975
80.0,73.83526
90.0,84.39966
90.0,92.32153
130.0,90.565636
120.0,129.05054
130.0,115.256294
120.0,127.78443
130.0,119.48943
120.0,131.41159
200.0,121.79314
120.0,196.2751
109.99999999999999,115.85807
120.0,115.272705
130.0,127.70826
130.0,134.1199
109.99999999999999,131.44539
120.0,111.798004
90.0,123.96645
90.0,95.00023
80.0,97.21667
80.0,86.692276
100.0,85.87791
109.99999999999999,104.07977
109.99999999999999,109.58162
120.0,108.623825
80.0,118.95967
80.0,82.1542
80.0,86.809586
70.0,87.16394
80.0,75.64969
60.0,84.801056
50.0,62.835026
70.0,53.92676
50.0,75.049255
60.0,51.880043
50.0,62.698345
50.0,52.266098
60.0,52.913727
50.0,63.348186
50.0,51.505623
60.0,52.42483
50.0,62.74572
60.0,52.619743
40.0,62.954735
40.0,41.703033
20.0,43.225914
40.0,23.07328
50.0,44.559055
50.0,51.394405
50.0,48.63285
60.0,48.654316
60.0,59.7865
60.0,59.649757
60.0,60.010696
50.0,60.94987
50.0,51.748615
50.0,53.0621
40.0,53.147427
50.0,41.828964
60.0,52.147522
60.0,60.684845
60.0,58.88696
60.0,59.277157
60.0,59.918037
50.0,60.471363
50.0,50.941048
50.0,51.56012
40.0,51.450634
50.0,40.474155
60.0,50.924355
50.0,59.725647
60.0,48.085827
50.0,59.342186
30.0,49.28439
20.0,30.140217
30.0,21.609348
30.0,32.08043
50.0,29.125525
70.0,47.188564
60.0,64.91075
60.0,53.911003
50.0,57.12618
60.0,49.5797
50.0,61.816616
70.0,50.80061
170.0,71.130745
400.0,166.39081
150.0,334.5627
70.0,133.47855
109.99999999999999,77.14804
100.0,131.98256
120.0,114.78718
80.0,128.71335
90.0,82.2155
120.0,94.901955
390.0,123.50261
240.0,353.0742
120.0,189.16196
70.0,122.7818
90.0,87.3741
80.0,114.016396
70.0,96.00525
80.0,77.78379
109.99999999999999,84.034706
90.0,110.88149
100.0,88.02921
100.0,99.97158
100.0,100.05447
80.0,100.81479
80.0,82.2696
90.0,84.24239
90.0,94.25025
90.0,91.97913
90.0,91.376526
90.0,91.32622
90.0,91.898636
160.0,92.06678
140.0,159.07858
80.0,131.67455
70.0,85.537735
80.0,81.37663
30.0,92.170654
30.0,39.013138
40.0,38.232727
20.0,47.2846
70.0,21.915958
60.0,73.337616
60.0,56.22384
60.0,61.602367
60.0,63.758972
50.0,63.45764
50.0,52.85336
50.0,53.034237
50.0,52.530922
70.0,51.435593
60.0,71.05656
60.0,59.14467
60.0,60.4181
50.0,61.756413
50.0,52.19893
50.0,53.16636
60.0,52.4341
40.0,61.699635
60.0,40.211826
50.0,62.1491
60.0,50.432987
50.0,60.97666
60.0,50.43795
210.00000000000003,61.410343
320.0,209.3729
520.0,262.18716
490.0,389.5621
150.0,347.75
90.0,168.57988
90.0,112.925026
80.0,121.44502
70.0,105.8603
80.0,84.80018
120.0,85.77279
109.99999999999999,121.068634
90.0,105.79382
100.0,89.5048
90.0,103.23898
100.0,93.4203
100.0,103.712685
90.0,101.64806
90.0,91.74462
109.99999999999999,93.37499
100.0,112.53149
90.0,100.36057
100.0,92.09249
70.0,103.213356
50.0,73.50297
50.0,55.83169
70.0,57.04328
60.0,75.0755
50.0,60.444336
70.0,49.72469
50.0,71.58549
60.0,49.736954
50.0,61.368664
50.0,52.985332
60.0,55.97227
50.0,69.103806
50.0,57.525944
60.0,54.960876
60.0,63.461384
50.0,61.378284
50.0,50.757698
20.0,51.57668
40.0,21.381939
40.0,44.65574
50.0,41.986458
60.0,49.79899
50.0,58.736797
60.0,47.996105
60.0,60.575092
60.0,60.689674
60.0,60.881706
50.0,61.265488
40.0,51.762383
50.0,42.767273
60.0,53.622013
40.0,61.945465
60.0,39.428085
60.0,60.891808
60.0,59.11376
50.0,59.160496
60.0,49.69567
70.0,60.949055
50.0,70.5989
50.0,49.16908
50.0,51.10309
50.0,51.726196
40.0,51.203228
60.0,40.470295
50.0,61.12715
60.0,48.733414
50.0,59.48057
50.0,49.257374
50.0,50.2103
40.0,50.700893
60.0,39.4935
50.0,60.642002
50.0,48.04661
80.0,48.742573
109.99999999999999,80.09827
80.0,105.558716
70.0,75.18265
60.0,70.35342
60.0,64.25318
70.0,65.495926
670.0,73.866035
470.0,572.251
150.0,283.86935
70.0,163.606
109.99999999999999,91.52511
109.99999999999999,144.1069
100.0,132.227
100.0,109.99821
80.0,102.98339
90.0,83.46109
109.99999999999999,95.73036
450.0,112.63738
610.0,403.41922
290.0,386.61908
90.0,247.5407
120.0,118.1656
109.99999999999999,148.43858
70.0,135.74826
100.0,88.99865
70.0,111.48326
70.0,73.91195
60.0,75.199005
60.0,64.188095
80.0,63.76982
70.0,82.83813
80.0,69.22089
310.0,80.46142
340.0,296.59537
109.99999999999999,257.06628
80.0,114.13064
100.0,93.50061
120.0,123.27327
80.0,134.74138
90.0,91.04648
90.0,100.71196
90.0,97.57422
70.0,94.92215
70.0,74.42101
70.0,75.61987
70.0,75.5963
70.0,74.26322
140.0,72.95161
340.0,141.10477
190.0,301.4426
150.0,162.34706
80.0,150.60307
80.0,93.9452
70.0,99.463554
80.0,86.332565
70.0,90.06363
70.0,74.68184
70.0,73.5808
70.0,73.09969
70.0,72.47884
60.0,71.9813
70.0,61.674923
80.0,72.82474
90.0,81.37331
90.0,89.75162
100.0,92.27358
90.0,104.48295
100.0,93.13128
90.0,103.53536
230.0,93.067505
230.0,226.91174
200.0,196.22752
190.0,182.58655
100.0,182.71265
109.99999999999999,109.55454
109.99999999999999,126.053024
109.99999999999999,122.150734
109.99999999999999,117.32533
140.0,114.0336
150.0,140.31525
140.0,146.22763
130.0,139.72232
130.0,132.77475
140.0,134.03014
120.0,142.48279
100.0,122.26421
80.0,105.464806
90.0,88.4042
80.0,99.05249
80.0,85.94871
80.0,84.58125
50.0,83.44979
50.0,53.44804
60.0,55.32706
50.0,64.90948
50.0,51.99655
50.0,51.68293
50.0,51.534718
60.0,51.63577
60.0,61.454643
60.0,60.242382
60.0,60.356606
60.0,63.02868
50.0,64.406105
60.0,54.615788
50.0,65.50283
50.0,53.04684
50.0,52.957844
50.0,52.784557
60.0,52.193764
50.0,61.99946
60.0,51.078445
60.0,62.62707
60.0,62.14649
60.0,62.02907
60.0,62.40981
40.0,62.787132
60.0,42.8329
40.0,64.624306
60.0,41.628075
40.0,62.547832
60.0,40.158096
60.0,61.522995
50.0,59.95102
70.0,48.944798
50.0,70.70833
60.0,49.07006
50.0,60.973915
50.0,50.43633
50.0,50.8759
60.0,50.977726
40.0,60.47296
60.0,39.31255
60.0,61.216316
60.0,59.58078
60.0,59.2133
50.0,59.678333
50.0,50.223434
50.0,51.54996
50.0,51.33083
50.0,50.558544
40.0,49.94098
50.0,39.62612
50.0,50.621082
60.0,49.6439
60.0,59.314312
60.0,58.54386
50.0,59.050182
60.0,50.076187
60.0,61.280632
260.0,60.5226
360.0,254.38744
100.0,276.63248
90.0,103.276535
90.0,99.75964
100.0,110.75683
120.0,116.662834
200.0,126.56044
130.0,190.51343
80.0,120.49632
210.00000000000003,84.56224
240.0,217.39574
210.00000000000003,211.14616
80.0,190.82971
100.0,88.93289
90.0,116.40087
109.99999999999999,105.51928
120.0,119.98673
360.0,121.51587
270.0,329.34518
120.0,211.14943
140.0,123.76614
120.0,152.9906
100.0,133.63974
260.0,113.80973
250.0,258.07523
100.0,209.5948
90.0,104.16907
80.0,103.12318
100.0,97.79732
80.0,114.37681
90.0,85.874504
80.0,93.19552
80.0,85.1113
80.0,88.01119
70.0,86.01049
80.0,74.52432
70.0,84.667755
70.0,73.16932
70.0,73.93671
80.0,75.04095
100.0,84.16317
90.0,101.45451
90.0,90.83629
100.0,93.86766
109.99999999999999,104.89004
109.99999999999999,112.31656
100.0,111.02121
109.99999999999999,101.94618
100.0,113.605545
90.0,103.57121
100.0,97.67745
90.0,108.33788
100.0,95.54202
90.0,105.280304
90.0,93.800606
80.0,94.32386
90.0,86.47941
80.0,97.530075
90.0,84.898476
90.0,94.31084
80.0,92.562386
70.0,82.79977
80.0,74.13388
560.0,84.981926
630.0,498.36133
230.0,364.33752
100.0,220.8633
109.99999999999999,123.39124
120.0,139.17017
130.0,146.48793
120.0,142.69804
140.0,122.28159
100.0,140.31062
109.99999999999999,102.65412
100.0,116.48025
100.0,105.74708
100.0,105.722
100.0,104.961426
70.0,103.97366
50.0,75.122025
50.0,57.60658
60.0,58.893616
60.0,66.73993
50.0,62.82169
60.0,50.950912
60.0,62.148895
70.0,61.398235
60.0,71.15161
70.0,60.21314
50.0,71.61802
50.0,51.441322
50.0,53.188686
60.0,53.43422
50.0,62.300446
50.0,50.240402
60.0,50.675304
60.0,67.76393
60.0,68.864784
60.0,65.552315
60.0,63.257362
60.0,62.646152
50.0,62.567738
60.0,52.703434
60.0,63.71955
60.0,62.755257
50.0,61.827354
40.0,51.893456
60.0,42.670433
50.0,64.19333
50.0,51.04282
50.0,51.01471
60.0,50.960342
50.0,60.6209
60.0,49.356766
60.0,60.22123
50.0,59.775055
60.0,49.657265
50.0,61.185226
60.0,50.289684
60.0,61.25576
50.0,60.155758
60.0,50.036655
50.0,61.21731
40.0,50.13078
50.0,40.562786
50.0,51.779465
50.0,50.039837
60.0,49.17247
60.0,59.489326
60.0,58.889362
50.0,59.383667
60.0,50.07126
50.0,61.6313
60.0,50.773354
50.0,61.03284
60.0,50.013157
50.0,60.759525
50.0,50.05872
50.0,50.489075
40.0,50.56426
60.0,40.16655
40.0,61.186367
50.0,38.52845
60.0,49.874943
90.0,59.81603
60.0,88.14103
70.0,56.42854
60.0,70.02573
400.0,61.383038
130.0,381.5645
370.0,112.96064
70.0,335.64438
330.0,84.91645
230.0,331.8097
60.0,196.07613
80.0,77.140396
80.0,102.08025
80.0,98.931435
410.00000000000006,93.163216
180.0,385.20767
50.0,146.0495
60.0,56.659878
50.0,80.83723
60.0,72.38757
50.0,76.05643
50.0,53.566113
50.0,50.535316
50.0,50.69802
60.0,50.330257
40.0,60.09491
60.0,38.720615
50.0,60.853195
60.0,48.970383
60.0,59.718613
60.0,58.960827
50.0,58.99645
60.0,49.977394
60.0,61.78827
50.0,60.742413
60.0,50.329277
60.0,61.332157
50.0,65.199135
60.0,53.50125
60.0,66.92468
50.0,63.277252
60.0,54.833298
50.0,65.62562
60.0,52.598145
40.0,62.59386
50.0,41.10193
50.0,52.431107
50.0,56.085274
50.0,54.116657
60.0,51.816864
60.0,60.93167
50.0,59.508022
60.0,49.471252
50.0,60.755985
60.0,49.95717
50.0,60.697124
70.0,49.656708
50.0,70.63158
60.0,48.74183
60.0,60.58865
60.0,60.383533
40.0,60.12432
60.0,40.401646
40.0,62.4058
50.0,40.1359
40.0,50.971592
50.0,39.969925
60.0,50.11859
50.0,59.42495
60.0,48.032677
50.0,59.48876
50.0,49.445282
60.0,50.646656
90.0,61.030556
70.0,89.55329
90.0,66.55725
80.0,89.23332
80.0,79.11968
70.0,81.184746
80.0,72.402664
70.0,83.008644
80.0,71.979546
60.0,82.23485
50.0,61.650387
60.0,52.968594
60.0,64.17936
60.0,61.692165
60.0,60.536087
60.0,59.945747
60.0,60.458447
50.0,60.580322
60.0,50.648422
50.0,61.672462
60.0,50.505722
50.0,60.663525
60.0,49.79137
60.0,60.247074
40.0,59.575016
60.0,39.168743
50.0,61.72986
50.0,49.7486
50.0,49.904057
60.0,50.205143
60.0,60.05256
50.0,59.065155
70.0,49.12671
50.0,71.49877
60.0,49.857677
60.0,61.895374
60.0,61.401012
50.0,61.00411
60.0,51.078014
60.0,62.072334
60.0,61.056927
50.0,60.651047
50.0,50.520317
50.0,51.298992
60.0,51.442867
40.0,60.832302
50.0,39.274036
60.0,50.858406
60.0,60.49444
50.0,58.788357
60.0,48.746387
60.0,60.43189
50.0,59.999794
60.0,49.914078
60.0,60.922546
90.0,60.075424
70.0,89.871475
50.0,66.91909
60.0,50.020054
70.0,63.662495
50.0,72.52033
60.0,50.43099
40.0,61.450012
70.0,40.835213
50.0,72.69245
60.0,49.312653
50.0,60.00232
60.0,50.106495
50.0,60.94446
60.0,50.314198
60.0,60.571026
60.0,59.93151
50.0,59.71494
50.0,50.191536
70.0,51.116955
50.0,71.435295
70.0,48.73299
60.0,70.5324
70.0,58.982635
70.0,70.06196
70.0,69.928665
70.0,70.04309
70.0,70.6839
60.0,71.01281
60.0,61.49486
60.0,62.25835
60.0,62.16033
50.0,61.523422
60.0,51.48938
50.0,62.110123
50.0,50.580063
50.0,50.910797
50.0,51.06038
60.0,50.338192
60.0,60.232773
80.0,58.585438
70.0,79.09617
70.0,67.70527
60.0,69.73203
230.0,61.19241
190.0,229.25894
180.0,158.32758
80.0,165.91113
80.0,86.17874
60.0,94.98188
360.0,76.00478
370.0,356.23285
109.99999999999999,265.98398
60.0,117.35003
70.0,75.789925
240.0,97.83191
60.0,256.43527
50.0,64.80092
60.0,52.30921
50.0,73.72023
60.0,60.04796
80.0,66.53692
60.0,80.03024
80.0,58.048393
70.0,80.55035
70.0,69.60443
70.0,71.12741
70.0,71.66914
70.0,71.39138
70.0,71.43383
100.0,71.107185
90.0,100.79533
90.0,87.633156
90.0,89.94315
170.0,91.59227
410.00000000000006,168.69751
540.0,349.3664
310.0,374.00073
109.99999999999999,257.79797
109.99999999999999,131.98558
109.99999999999999,134.87804
120.0,135.8938
160.0,136.087
109.99999999999999,164.36043
120.0,112.07965
109.99999999999999,125.83244
109.99999999999999,115.20236
109.99999999999999,115.41509
100.0,115.97032
109.99999999999999,104.377426
100.0,114.11093
100.0,102.7631
100.0,103.32692
120.0,103.168495
80.0,121.94676
70.0,82.12563
70.0,76.00473
70.0,77.43797
70.0,75.76143
70.0,73.71622
80.0,72.05
70.0,81.62339
70.0,70.79075
80.0,72.40602
70.0,82.806885
70.0,71.872795
80.0,72.84885
60.0,84.020256
60.0,66.53991
60.0,70.18842
60.0,68.67059
60.0,65.22113
50.0,63.405586
70.0,52.425034
50.0,73.732124
50.0,52.04974
60.0,52.942505
50.0,63.681015
50.0,51.85365
50.0,52.34695
50.0,52.29634
50.0,51.958797
50.0,51.756966
60.0,51.331646
50.0,61.406044
70.0,50.351795
60.0,71.93135
50.0,59.887196
70.0,50.675537
50.0,72.61171
60.0,50.392727
50.0,61.86604
70.0,51.03931
50.0,71.905365
60.0,49.904613
50.0,61.246494
60.0,51.22618
50.0,61.73995
50.0,50.726177
50.0,51.16764
50.0,51.316406
50.0,50.775627
50.0,50.45263
50.0,50.1056
100.0,50.09465
50.0,100.42005
80.0,46.495296
60.0,80.81328
80.0,60.43687
60.0,82.292595
70.0,60.892094
70.0,71.728325
60.0,71.48372
60.0,60.91282
60.0,61.978363
60.0,61.70813
60.0,61.48291
80.0,60.860058
50.0,80.80746
60.0,49.31024
50.0,61.85171
60.0,52.02335
50.0,62.04903
60.0,50.584557
50.0,60.51486
60.0,50.068707
60.0,60.58541
60.0,59.931835
60.0,59.557785
60.0,60.115475
60.0,60.245625
50.0,60.505756
50.0,50.514202
50.0,51.41177
50.0,51.28285
50.0,50.552868
50.0,49.96386
60.0,50.44646
50.0,60.14943
60.0,49.43151
60.0,60.408306
60.0,60.181686
50.0,60.026455
60.0,50.51168
60.0,61.784008
50.0,60.730328
60.0,50.162025
60.0,61.231304
50.0,60.267765
60.0,50.07168
60.0,61.519836
60.0,60.25596
50.0,60.067043
60.0,50.05021
50.0,61.342453
60.0,50.34145
50.0,60.888367
50.0,49.76963
50.0,50.443565
50.0,50.824337
50.0,50.382927
50.0,50.15929
60.0,49.8418
60.0,59.974987
50.0,58.81587
60.0,48.964184
60.0,60.594433
60.0,59.930782
60.0,59.724716
50.0,59.879955
60.0,50.26409
50.0,61.49402
60.0,50.427338
70.0,60.973072
70.0,69.95495
70.0,68.52992
80.0,69.316
70.0,80.138664
